행정기관,연령(만),계,남,여
교방동,13 - 13,163,87,76
교방동,14 - 14,157,91,66
교방동,15 - 15,134,71,63
교방동,16 - 16,119,62,57
교방동,17 - 17,108,59,49
교방동,18 - 18,115,58,57
교방동,19 - 19,116,56,60
교방동,20 - 20,126,64,62
교방동,21 - 21,178,87,91
교방동,22 - 22,168,102,66
교방동,23 - 23,155,87,68
교방동,24 - 24,141,77,64
교방동,25 - 25,147,87,60
교방동,26 - 26,154,78,76
교방동,27 - 27,158,78,80
교방동,28 - 28,150,81,69
교방동,29 - 29,161,90,71
교방동,30 - 30,190,106,84
교방동,31 - 31,185,102,83
교방동,32 - 32,199,110,89
교방동,33 - 33,175,83,92
교방동,34 - 34,175,94,81
교방동,35 - 35,205,116,89
교방동,36 - 36,194,109,85
교방동,37 - 37,193,97,96
교방동,38 - 38,222,107,115
교방동,39 - 39,259,135,124
교방동,40 - 40,271,139,132
교방동,41 - 41,283,151,132
교방동,42 - 42,273,138,135
교방동,43 - 43,231,128,103
교방동,44 - 44,214,113,101
교방동,45 - 45,218,119,99
교방동,46 - 46,264,140,124
교방동,47 - 47,236,134,102
교방동,48 - 48,226,109,117
교방동,49 - 49,234,118,116
교방동,50 - 50,232,120,112
교방동,51 - 51,254,138,116
교방동,52 - 52,264,133,131
교방동,53 - 53,259,132,127
교방동,54 - 54,253,139,114
교방동,55 - 55,235,120,115
교방동,56 - 56,261,128,133
교방동,57 - 57,219,99,120
교방동,58 - 58,260,129,131
교방동,59 - 59,261,122,139
교방동,60 - 60,303,141,162
교방동,61 - 61,310,143,167
교방동,62 - 62,309,143,166
교방동,63 - 63,294,144,150
교방동,64 - 64,319,138,181
교방동,65 - 65,275,130,145
교방동,66 - 66,309,158,151
교방동,67 - 67,202,96,106
교방동,68 - 68,241,113,128
교방동,69 - 69,222,106,116
교방동,70 - 70,166,70,96
교방동,71 - 71,215,93,122
교방동,72 - 72,228,100,128
교방동,73 - 73,194,87,107
교방동,74 - 74,150,62,88
교방동,75 - 75,121,43,78
교방동,76 - 76,156,72,84
교방동,77 - 77,128,49,79
교방동,78 - 78,95,35,60
교방동,79 - 79,142,70,72
교방동,80 - 80,98,38,60
교방동,81 - 81,103,39,64
교방동,82 - 82,76,29,47
교방동,83 - 83,74,30,44
교방동,84 - 84,59,18,41
교방동,85 - 85,50,16,34
교방동,86 - 86,46,13,33
교방동,87 - 87,37,9,28
교방동,88 - 88,33,10,23
교방동,89 - 89,26,6,20
교방동,90 - 90,20,2,18
교방동,91 - 91,20,8,12
교방동,92 - 92,23,4,19
교방동,93 - 93,9,2,7
교방동,94 - 94,7,0,7
교방동,95 - 95,2,2,0
교방동,96 - 96,1,0,1
교방동,97 - 97,2,0,2
교방동,98 - 98,3,0,3
교방동,102 - 102,1,1,0
교방동,103 - 103,1,1,0
교방동,104 - 104,1,1,0
교방동,106 - 106,1,0,1
오동동,0 - 0,65,31,34
오동동,1 - 1,63,29,34
오동동,2 - 2,82,36,46
오동동,3 - 3,80,39,41
오동동,4 - 4,94,59,35
오동동,5 - 5,113,61,52
오동동,6 - 6,98,43,55
오동동,7 - 7,137,76,61
오동동,8 - 8,114,53,61
오동동,9 - 9,143,75,68
오동동,10 - 10,142,70,72
오동동,11 - 11,117,69,48
오동동,12 - 12,118,57,61
오동동,13 - 13,106,53,53
오동동,14 - 14,109,64,45
오동동,15 - 15,100,53,47
오동동,16 - 16,98,55,43
오동동,17 - 17,116,63,53
오동동,18 - 18,129,80,49
오동동,19 - 19,113,57,56
오동동,20 - 20,140,81,59
오동동,21 - 21,169,95,74
오동동,22 - 22,172,88,84
오동동,23 - 23,186,102,84
오동동,24 - 24,202,122,80
오동동,25 - 25,199,100,99
오동동,26 - 26,226,103,123
오동동,27 - 27,212,120,92
오동동,28 - 28,236,114,122
오동동,29 - 29,221,103,118
오동동,30 - 30,196,124,72
오동동,31 - 31,182,96,86
오동동,32 - 32,185,104,81
오동동,33 - 33,195,101,94
오동동,34 - 34,199,112,87
오동동,35 - 35,207,118,89
오동동,36 - 36,226,114,112
오동동,37 - 37,243,127,116
오동동,38 - 38,280,142,138
오동동,39 - 39,317,168,149
오동동,40 - 40,311,173,138
오동동,41 - 41,314,182,132
오동동,42 - 42,272,145,127
오동동,43 - 43,289,163,126
오동동,44 - 44,253,138,115
오동동,45 - 45,285,150,135
오동동,46 - 46,277,150,127
오동동,47 - 47,310,161,149
오동동,48 - 48,340,190,150
오동동,49 - 49,307,174,133
오동동,50 - 50,356,187,169
오동동,51 - 51,325,187,138
오동동,52 - 52,345,187,158
오동동,53 - 53,310,152,158
오동동,54 - 54,281,138,143
오동동,55 - 55,291,151,140
오동동,56 - 56,309,134,175
오동동,57 - 57,258,133,125
오동동,58 - 58,371,190,181
오동동,59 - 59,381,177,204
오동동,60 - 60,407,190,217
오동동,61 - 61,412,191,221
오동동,62 - 62,423,200,223
오동동,63 - 63,393,182,211
오동동,64 - 64,407,177,230
오동동,65 - 65,397,176,221
오동동,66 - 66,396,194,202
오동동,67 - 67,303,140,163
오동동,68 - 68,271,137,134
오동동,69 - 69,331,137,194
오동동,70 - 70,216,101,115
오동동,71 - 71,270,119,151
오동동,72 - 72,278,134,144
오동동,73 - 73,238,106,132
오동동,74 - 74,214,89,125
오동동,75 - 75,154,67,87
오동동,76 - 76,191,85,106
오동동,77 - 77,189,76,113
오동동,78 - 78,189,79,110
오동동,79 - 79,185,61,124
오동동,80 - 80,185,78,107
오동동,81 - 81,150,58,92
오동동,82 - 82,114,42,72
오동동,83 - 83,98,33,65
오동동,84 - 84,99,35,64
오동동,85 - 85,86,24,62
오동동,86 - 86,55,18,37
오동동,87 - 87,73,27,46
오동동,88 - 88,44,12,32
오동동,89 - 89,42,15,27
오동동,90 - 90,41,11,30
오동동,91 - 91,31,4,27
오동동,92 - 92,16,7,9
오동동,93 - 93,10,3,7
오동동,94 - 94,10,2,8
오동동,95 - 95,8,2,6
오동동,96 - 96,7,0,7
오동동,97 - 97,5,0,5
오동동,98 - 98,1,0,1
오동동,99 - 99,1,0,1
오동동,101 - 101,1,0,1
오동동,107 - 107,1,0,1
합포동,0 - 0,35,14,21
합포동,1 - 1,36,19,17
합포동,2 - 2,35,24,11
합포동,3 - 3,41,17,24
합포동,4 - 4,32,15,17
합포동,5 - 5,42,16,26
합포동,6 - 6,36,20,16
합포동,7 - 7,36,21,15
합포동,8 - 8,49,26,23
합포동,9 - 9,49,25,24
합포동,10 - 10,49,31,18
합포동,11 - 11,43,23,20
합포동,12 - 12,43,23,20
합포동,13 - 13,39,23,16
합포동,14 - 14,40,20,20
합포동,15 - 15,39,19,20
합포동,16 - 16,35,25,10
합포동,17 - 17,43,19,24
합포동,18 - 18,52,28,24
합포동,19 - 19,42,23,19
합포동,20 - 20,45,26,19
합포동,21 - 21,65,38,27
합포동,22 - 22,47,23,24
합포동,23 - 23,70,34,36
합포동,24 - 24,72,45,27
합포동,25 - 25,82,48,34
합포동,26 - 26,60,36,24
합포동,27 - 27,78,37,41
합포동,28 - 28,79,50,29
합포동,29 - 29,76,45,31
합포동,30 - 30,72,38,34
합포동,31 - 31,77,44,33
합포동,32 - 32,75,44,31
합포동,33 - 33,78,45,33
합포동,34 - 34,75,42,33
합포동,35 - 35,90,49,41
합포동,36 - 36,79,43,36
합포동,37 - 37,91,56,35
합포동,38 - 38,120,70,50
합포동,39 - 39,93,61,32
합포동,40 - 40,99,58,41
합포동,41 - 41,105,59,46
합포동,42 - 42,106,67,39
합포동,43 - 43,91,54,37
합포동,44 - 44,106,61,45
합포동,45 - 45,80,40,40
합포동,46 - 46,110,58,52
합포동,47 - 47,104,63,41
합포동,48 - 48,115,66,49
합포동,49 - 49,129,65,64
합포동,50 - 50,112,58,54
합포동,51 - 51,113,60,53
합포동,52 - 52,126,68,58
합포동,53 - 53,125,63,62
합포동,54 - 54,112,58,54
합포동,55 - 55,129,78,51
합포동,56 - 56,125,58,67
합포동,57 - 57,108,59,49
합포동,58 - 58,112,52,60
합포동,59 - 59,135,62,73
합포동,60 - 60,157,72,85
합포동,61 - 61,180,95,85
합포동,62 - 62,166,78,88
합포동,63 - 63,150,65,85
합포동,64 - 64,143,54,89
합포동,65 - 65,150,73,77
합포동,66 - 66,153,81,72
합포동,67 - 67,121,58,63
합포동,68 - 68,112,46,66
합포동,69 - 69,106,48,58
합포동,70 - 70,90,40,50
합포동,71 - 71,77,38,39
합포동,72 - 72,92,38,54
합포동,73 - 73,99,45,54
합포동,74 - 74,91,39,52
합포동,75 - 75,56,26,30
합포동,76 - 76,66,33,33
합포동,77 - 77,65,23,42
합포동,78 - 78,73,23,50
합포동,79 - 79,65,27,38
합포동,80 - 80,62,28,34
합포동,81 - 81,66,27,39
합포동,82 - 82,59,25,34
합포동,83 - 83,36,7,29
합포동,84 - 84,45,20,25
합포동,85 - 85,28,8,20
합포동,86 - 86,33,10,23
합포동,87 - 87,21,9,12
합포동,88 - 88,20,4,16
합포동,89 - 89,16,3,13
합포동,90 - 90,14,2,12
합포동,91 - 91,8,2,6
합포동,92 - 92,10,5,5
합포동,93 - 93,6,3,3
합포동,94 - 94,6,0,6
합포동,95 - 95,3,1,2
합포동,96 - 96,1,0,1
합포동,97 - 97,1,0,1
합포동,100 - 100,1,0,1
합포동,102 - 102,1,0,1
산호동,0 - 0,56,23,33
산호동,1 - 1,47,23,24
산호동,2 - 2,58,29,29
산호동,3 - 3,54,31,23
산호동,4 - 4,71,38,33
산호동,5 - 5,63,30,33
산호동,6 - 6,94,41,53
산호동,7 - 7,75,46,29
산호동,8 - 8,92,52,40
산호동,9 - 9,89,46,43
산호동,10 - 10,103,48,55
산호동,11 - 11,80,36,44
산호동,12 - 12,85,45,40
산호동,13 - 13,96,55,41
산호동,14 - 14,100,37,63
산호동,15 - 15,93,46,47
산호동,16 - 16,86,48,38
산호동,17 - 17,95,43,52
산호동,18 - 18,102,48,54
산호동,19 - 19,98,49,49
산호동,20 - 20,113,54,59
산호동,21 - 21,116,59,57
산호동,22 - 22,119,66,53
산호동,23 - 23,132,73,59
산호동,24 - 24,142,72,70
산호동,25 - 25,146,79,67
산호동,26 - 26,139,78,61
산호동,27 - 27,164,91,73
산호동,28 - 28,122,77,45
산호동,29 - 29,153,83,70
산호동,30 - 30,159,76,83
산호동,31 - 31,143,82,61
산호동,32 - 32,128,75,53
산호동,33 - 33,130,69,61
산호동,34 - 34,122,61,61
산호동,35 - 35,131,74,57
산호동,36 - 36,131,71,60
산호동,37 - 37,143,74,69
산호동,38 - 38,173,101,72
산호동,39 - 39,181,96,85
산호동,40 - 40,197,110,87
산호동,41 - 41,197,106,91
산호동,42 - 42,167,83,84
산호동,43 - 43,166,72,94
산호동,44 - 44,184,109,75
산호동,45 - 45,159,82,77
산호동,46 - 46,162,85,77
산호동,47 - 47,183,102,81
산호동,48 - 48,215,121,94
산호동,49 - 49,188,106,82
산호동,50 - 50,236,125,111
산호동,51 - 51,212,117,95
산호동,52 - 52,203,98,105
산호동,53 - 53,217,108,109
산호동,54 - 54,199,97,102
산호동,55 - 55,202,106,96
산호동,56 - 56,222,105,117
산호동,57 - 57,163,70,93
산호동,58 - 58,226,118,108
산호동,59 - 59,188,101,87
산호동,60 - 60,272,114,158
산호동,61 - 61,254,122,132
산호동,62 - 62,269,125,144
산호동,63 - 63,229,96,133
산호동,64 - 64,259,121,138
산호동,65 - 65,219,88,131
산호동,66 - 66,240,98,142
산호동,67 - 67,195,88,107
산호동,68 - 68,178,95,83
산호동,69 - 69,172,86,86
산호동,70 - 70,155,71,84
산호동,71 - 71,134,56,78
산호동,72 - 72,164,82,82
산호동,73 - 73,149,63,86
산호동,74 - 74,128,55,73
산호동,75 - 75,94,40,54
산호동,76 - 76,107,41,66
산호동,77 - 77,105,39,66
산호동,78 - 78,110,49,61
산호동,79 - 79,91,43,48
산호동,80 - 80,76,34,42
산호동,81 - 81,75,36,39
산호동,82 - 82,63,23,40
산호동,83 - 83,38,11,27
산호동,84 - 84,42,17,25
산호동,85 - 85,39,14,25
산호동,86 - 86,34,13,21
산호동,87 - 87,28,12,16
산호동,88 - 88,19,4,15
산호동,89 - 89,8,3,5
산호동,90 - 90,23,6,17
산호동,91 - 91,13,4,9
산호동,92 - 92,8,2,6
산호동,93 - 93,10,2,8
산호동,94 - 94,5,1,4
산호동,95 - 95,1,0,1
산호동,96 - 96,3,0,3
산호동,97 - 97,1,0,1
산호동,98 - 98,1,0,1
산호동,104 - 104,1,0,1
내서읍,0 - 0,216,105,111
내서읍,1 - 1,242,116,126
내서읍,2 - 2,319,161,158
내서읍,3 - 3,391,196,195
내서읍,4 - 4,427,223,204
내서읍,5 - 5,516,257,259
내서읍,6 - 6,594,314,280
내서읍,7 - 7,645,348,297
내서읍,8 - 8,656,336,320
내서읍,9 - 9,733,371,362
내서읍,10 - 10,730,402,328
내서읍,11 - 11,750,387,363
내서읍,12 - 12,715,386,329
내서읍,13 - 13,835,408,427
내서읍,14 - 14,806,432,374
내서읍,15 - 15,798,430,368
내서읍,16 - 16,747,366,381
내서읍,17 - 17,823,427,396
내서읍,18 - 18,870,472,398
내서읍,19 - 19,826,433,393
내서읍,20 - 20,960,539,421
내서읍,21 - 21,996,550,446
내서읍,22 - 22,897,507,390
내서읍,23 - 23,822,454,368
내서읍,24 - 24,840,471,369
내서읍,25 - 25,780,464,316
내서읍,26 - 26,737,404,333
내서읍,27 - 27,695,362,333
내서읍,28 - 28,663,376,287
내서읍,29 - 29,663,363,300
내서읍,30 - 30,541,278,263
내서읍,31 - 31,616,333,283
내서읍,32 - 32,541,290,251
내서읍,33 - 33,553,268,285
내서읍,34 - 34,491,268,223
내서읍,35 - 35,566,276,290
내서읍,36 - 36,575,285,290
내서읍,37 - 37,674,322,352
내서읍,38 - 38,829,416,413
내서읍,39 - 39,905,438,467
내서읍,40 - 40,"1,009",506,503
내서읍,41 - 41,"1,071",528,543
내서읍,42 - 42,999,452,547
내서읍,43 - 43,"1,029",473,556
내서읍,44 - 44,"1,052",509,543
내서읍,45 - 45,"1,032",516,516
내서읍,46 - 46,"1,178",559,619
내서읍,47 - 47,"1,299",618,681
내서읍,48 - 48,"1,307",653,654
내서읍,49 - 49,"1,236",578,658
내서읍,50 - 50,"1,430",689,741
내서읍,51 - 51,"1,343",652,691
내서읍,52 - 52,"1,453",757,696
내서읍,53 - 53,"1,362",680,682
내서읍,54 - 54,"1,225",625,600
내서읍,55 - 55,"1,210",631,579
내서읍,56 - 56,"1,140",553,587
내서읍,57 - 57,992,491,501
내서읍,58 - 58,"1,168",602,566
내서읍,59 - 59,"1,108",599,509
내서읍,60 - 60,"1,220",666,554
내서읍,61 - 61,"1,091",554,537
내서읍,62 - 62,930,487,443
내서읍,63 - 63,813,409,404
내서읍,64 - 64,822,409,413
내서읍,65 - 65,749,369,380
내서읍,66 - 66,743,379,364
내서읍,67 - 67,604,296,308
내서읍,68 - 68,530,258,272
내서읍,69 - 69,566,281,285
내서읍,70 - 70,420,200,220
내서읍,71 - 71,464,210,254
내서읍,72 - 72,434,209,225
내서읍,73 - 73,445,205,240
내서읍,74 - 74,341,165,176
내서읍,75 - 75,235,113,122
내서읍,76 - 76,306,127,179
내서읍,77 - 77,263,121,142
내서읍,78 - 78,294,115,179
내서읍,79 - 79,274,107,167
내서읍,80 - 80,242,83,159
내서읍,81 - 81,233,86,147
내서읍,82 - 82,216,77,139
내서읍,83 - 83,167,55,112
내서읍,84 - 84,154,53,101
내서읍,85 - 85,156,44,112
내서읍,86 - 86,95,22,73
내서읍,87 - 87,92,26,66
내서읍,88 - 88,82,19,63
내서읍,89 - 89,65,14,51
내서읍,90 - 90,28,5,23
내서읍,91 - 91,23,1,22
내서읍,92 - 92,28,3,25
내서읍,93 - 93,24,4,20
내서읍,94 - 94,13,2,11
내서읍,95 - 95,12,1,11
내서읍,96 - 96,7,0,7
내서읍,97 - 97,1,1,0
내서읍,98 - 98,7,0,7
내서읍,100 - 100,1,1,0
내서읍,101 - 101,1,0,1
내서읍,102 - 102,1,0,1
회원1동,0 - 0,18,10,8
회원1동,1 - 1,14,9,5
회원1동,2 - 2,17,12,5
회원1동,3 - 3,32,13,19
회원1동,4 - 4,30,16,14
회원1동,5 - 5,35,19,16
회원1동,6 - 6,48,25,23
회원1동,7 - 7,50,30,20
회원1동,8 - 8,54,22,32
회원1동,9 - 9,65,41,24
회원1동,10 - 10,66,38,28
회원1동,11 - 11,52,27,25
회원1동,12 - 12,72,40,32
회원1동,13 - 13,60,31,29
회원1동,14 - 14,60,30,30
회원1동,15 - 15,55,31,24
회원1동,16 - 16,54,27,27
회원1동,17 - 17,68,31,37
회원1동,18 - 18,56,26,30
회원1동,19 - 19,61,37,24
회원1동,20 - 20,78,37,41
회원1동,21 - 21,96,51,45
회원1동,22 - 22,87,55,32
회원1동,23 - 23,67,35,32
회원1동,24 - 24,85,44,41
회원1동,25 - 25,105,59,46
회원1동,26 - 26,93,55,38
회원1동,27 - 27,99,62,37
회원1동,28 - 28,89,58,31
회원1동,29 - 29,109,65,44
회원1동,30 - 30,84,55,29
회원1동,31 - 31,73,43,30
회원1동,32 - 32,74,46,28
회원1동,33 - 33,69,40,29
회원1동,34 - 34,91,56,35
회원1동,35 - 35,67,39,28
회원1동,36 - 36,74,40,34
회원1동,37 - 37,104,57,47
회원1동,38 - 38,110,70,40
회원1동,39 - 39,131,77,54
회원1동,40 - 40,123,72,51
회원1동,41 - 41,147,85,62
회원1동,42 - 42,127,68,59
회원1동,43 - 43,128,64,64
회원1동,44 - 44,125,71,54
회원1동,45 - 45,115,65,50
회원1동,46 - 46,136,79,57
회원1동,47 - 47,144,72,72
회원1동,48 - 48,156,89,67
회원1동,49 - 49,151,85,66
회원1동,50 - 50,160,88,72
회원1동,51 - 51,171,95,76
회원1동,52 - 52,174,95,79
회원1동,53 - 53,163,74,89
회원1동,54 - 54,153,77,76
회원1동,55 - 55,156,83,73
회원1동,56 - 56,166,78,88
회원1동,57 - 57,156,79,77
회원1동,58 - 58,202,107,95
회원1동,59 - 59,212,89,123
회원1동,60 - 60,259,123,136
회원1동,61 - 61,244,109,135
회원1동,62 - 62,256,113,143
회원1동,63 - 63,227,102,125
회원1동,64 - 64,257,112,145
회원1동,65 - 65,210,81,129
회원1동,66 - 66,276,126,150
회원1동,67 - 67,191,91,100
회원1동,68 - 68,204,99,105
회원1동,69 - 69,183,80,103
회원1동,70 - 70,163,68,95
회원1동,71 - 71,162,72,90
회원1동,72 - 72,161,72,89
회원1동,73 - 73,192,85,107
회원1동,74 - 74,163,72,91
회원1동,75 - 75,107,42,65
회원1동,76 - 76,136,63,73
회원1동,77 - 77,122,42,80
회원1동,78 - 78,121,52,69
회원1동,79 - 79,122,55,67
회원1동,80 - 80,99,42,57
회원1동,81 - 81,95,38,57
회원1동,82 - 82,107,49,58
회원1동,83 - 83,73,29,44
회원1동,84 - 84,62,22,40
회원1동,85 - 85,57,20,37
회원1동,86 - 86,35,11,24
회원1동,87 - 87,30,10,20
회원1동,88 - 88,28,7,21
회원1동,89 - 89,25,11,14
회원1동,90 - 90,20,3,17
회원1동,91 - 91,11,0,11
회원1동,92 - 92,11,2,9
회원1동,93 - 93,6,1,5
회원1동,94 - 94,8,2,6
회원1동,95 - 95,3,1,2
회원1동,96 - 96,3,2,1
회원1동,97 - 97,2,0,2
회원1동,98 - 98,1,0,1
회원1동,100 - 100,1,0,1
회원1동,104 - 104,1,0,1
회원1동,107 - 107,1,0,1
회원1동,113 - 113,1,0,1
회원1동,115 - 115,1,0,1
회원1동,121 - 121,1,0,1
회원1동,123 - 123,1,0,1
회원2동,0 - 0,50,27,23
회원2동,1 - 1,62,25,37
회원2동,2 - 2,67,33,34
회원2동,3 - 3,55,31,24
회원2동,4 - 4,63,33,30
회원2동,5 - 5,66,37,29
회원2동,6 - 6,80,39,41
회원2동,7 - 7,63,33,30
회원2동,8 - 8,70,36,34
회원2동,9 - 9,72,46,26
회원2동,10 - 10,72,38,34
회원2동,11 - 11,72,42,30
회원2동,12 - 12,72,32,40
회원2동,13 - 13,85,43,42
회원2동,14 - 14,67,41,26
회원2동,15 - 15,82,39,43
회원2동,16 - 16,73,33,40
회원2동,17 - 17,60,30,30
회원2동,18 - 18,87,55,32
회원2동,19 - 19,107,56,51
회원2동,20 - 20,81,39,42
회원2동,21 - 21,106,55,51
회원2동,22 - 22,106,55,51
회원2동,23 - 23,106,46,60
회원2동,24 - 24,97,62,35
회원2동,25 - 25,105,51,54
회원2동,26 - 26,128,59,69
회원2동,27 - 27,108,59,49
회원2동,28 - 28,132,62,70
회원2동,29 - 29,140,85,55
회원2동,30 - 30,152,75,77
회원2동,31 - 31,145,77,68
회원2동,32 - 32,120,61,59
회원2동,33 - 33,131,68,63
회원2동,34 - 34,111,60,51
회원2동,35 - 35,124,68,56
회원2동,36 - 36,109,62,47
회원2동,37 - 37,135,78,57
회원2동,38 - 38,152,72,80
회원2동,39 - 39,150,73,77
회원2동,40 - 40,155,78,77
회원2동,41 - 41,132,74,58
회원2동,42 - 42,132,68,64
회원2동,43 - 43,116,61,55
회원2동,44 - 44,117,66,51
회원2동,45 - 45,117,63,54
회원2동,46 - 46,142,67,75
회원2동,47 - 47,150,90,60
회원2동,48 - 48,149,78,71
회원2동,49 - 49,151,83,68
회원2동,50 - 50,171,88,83
회원2동,51 - 51,153,75,78
회원2동,52 - 52,159,71,88
회원2동,53 - 53,141,67,74
회원2동,54 - 54,152,72,80
회원2동,55 - 55,159,80,79
회원2동,56 - 56,135,66,69
회원2동,57 - 57,152,79,73
회원2동,58 - 58,203,101,102
회원2동,59 - 59,171,74,97
회원2동,60 - 60,212,98,114
회원2동,61 - 61,218,98,120
회원2동,62 - 62,180,85,95
회원2동,63 - 63,197,95,102
회원2동,64 - 64,209,98,111
회원2동,65 - 65,194,97,97
회원2동,66 - 66,216,110,106
회원2동,67 - 67,121,54,67
회원2동,68 - 68,145,70,75
회원2동,69 - 69,143,70,73
회원2동,70 - 70,124,54,70
회원2동,71 - 71,133,52,81
회원2동,72 - 72,140,55,85
회원2동,73 - 73,111,46,65
회원2동,74 - 74,102,45,57
회원2동,75 - 75,71,44,27
회원2동,76 - 76,84,42,42
회원2동,77 - 77,89,45,44
회원2동,78 - 78,77,33,44
회원2동,79 - 79,61,23,38
회원2동,80 - 80,60,25,35
회원2동,81 - 81,53,21,32
회원2동,82 - 82,47,14,33
회원2동,83 - 83,55,19,36
회원2동,84 - 84,36,13,23
회원2동,85 - 85,38,9,29
회원2동,86 - 86,29,6,23
회원2동,87 - 87,28,8,20
회원2동,88 - 88,11,2,9
회원2동,89 - 89,12,3,9
회원2동,90 - 90,22,2,20
회원2동,91 - 91,7,2,5
회원2동,92 - 92,12,4,8
회원2동,93 - 93,7,1,6
회원2동,94 - 94,1,1,0
회원2동,95 - 95,3,0,3
회원2동,96 - 96,1,1,0
회원2동,97 - 97,2,0,2
회원2동,98 - 98,1,0,1
석전동,0 - 0,112,48,64
석전동,1 - 1,100,64,36
석전동,2 - 2,86,48,38
석전동,3 - 3,102,45,57
석전동,4 - 4,128,69,59
석전동,5 - 5,107,51,56
석전동,6 - 6,119,58,61
석전동,7 - 7,109,60,49
석전동,8 - 8,122,64,58
석전동,9 - 9,123,59,64
석전동,10 - 10,124,65,59
석전동,11 - 11,115,67,48
석전동,12 - 12,117,58,59
석전동,13 - 13,124,61,63
석전동,14 - 14,134,78,56
석전동,15 - 15,116,61,55
석전동,16 - 16,119,56,63
석전동,17 - 17,133,60,73
석전동,18 - 18,132,71,61
석전동,19 - 19,125,70,55
석전동,20 - 20,148,86,62
석전동,21 - 21,141,80,61
석전동,22 - 22,149,73,76
석전동,23 - 23,141,86,55
석전동,24 - 24,193,117,76
석전동,25 - 25,188,102,86
석전동,26 - 26,170,89,81
석전동,27 - 27,198,95,103
석전동,28 - 28,238,111,127
석전동,29 - 29,216,113,103
석전동,30 - 30,203,106,97
석전동,31 - 31,224,121,103
석전동,32 - 32,211,112,99
석전동,33 - 33,204,116,88
석전동,34 - 34,207,95,112
석전동,35 - 35,247,142,105
석전동,36 - 36,223,127,96
석전동,37 - 37,247,140,107
석전동,38 - 38,243,132,111
석전동,39 - 39,269,139,130
석전동,40 - 40,268,170,98
석전동,41 - 41,228,124,104
석전동,42 - 42,225,131,94
석전동,43 - 43,218,99,119
석전동,44 - 44,220,113,107
석전동,45 - 45,199,109,90
석전동,46 - 46,224,119,105
석전동,47 - 47,263,136,127
석전동,48 - 48,258,148,110
석전동,49 - 49,256,143,113
석전동,50 - 50,261,127,134
석전동,51 - 51,300,167,133
석전동,52 - 52,305,151,154
석전동,53 - 53,261,110,151
석전동,54 - 54,267,132,135
석전동,55 - 55,290,148,142
석전동,56 - 56,247,126,121
석전동,57 - 57,259,127,132
석전동,58 - 58,343,159,184
석전동,59 - 59,294,140,154
석전동,60 - 60,383,184,199
석전동,61 - 61,376,175,201
석전동,62 - 62,302,126,176
석전동,63 - 63,315,153,162
석전동,64 - 64,295,133,162
석전동,65 - 65,316,150,166
석전동,66 - 66,332,147,185
석전동,67 - 67,248,117,131
석전동,68 - 68,261,122,139
석전동,69 - 69,267,122,145
석전동,70 - 70,210,91,119
석전동,71 - 71,208,85,123
석전동,72 - 72,231,108,123
석전동,73 - 73,222,102,120
석전동,74 - 74,183,74,109
석전동,75 - 75,121,61,60
석전동,76 - 76,145,74,71
석전동,77 - 77,142,65,77
석전동,78 - 78,124,49,75
석전동,79 - 79,107,45,62
석전동,80 - 80,111,44,67
석전동,81 - 81,104,43,61
석전동,82 - 82,83,28,55
석전동,83 - 83,68,26,42
석전동,84 - 84,50,22,28
석전동,85 - 85,41,15,26
석전동,86 - 86,44,15,29
석전동,87 - 87,27,13,14
석전동,88 - 88,33,10,23
석전동,89 - 89,22,5,17
석전동,90 - 90,19,2,17
석전동,91 - 91,6,1,5
석전동,92 - 92,9,2,7
석전동,93 - 93,5,2,3
석전동,94 - 94,4,0,4
석전동,95 - 95,6,2,4
석전동,96 - 96,3,2,1
석전동,97 - 97,2,0,2
석전동,98 - 98,1,0,1
석전동,99 - 99,1,1,0
석전동,100 - 100,1,0,1
회성동,0 - 0,12,9,3
회성동,1 - 1,5,1,4
회성동,2 - 2,12,6,6
회성동,3 - 3,16,11,5
회성동,4 - 4,14,7,7
회성동,5 - 5,14,7,7
회성동,6 - 6,13,4,9
회성동,7 - 7,16,8,8
회성동,8 - 8,24,14,10
회성동,9 - 9,24,12,12
회성동,10 - 10,20,12,8
회성동,11 - 11,22,12,10
회성동,12 - 12,27,16,11
회성동,13 - 13,32,18,14
회성동,14 - 14,33,15,18
회성동,15 - 15,31,16,15
회성동,16 - 16,29,12,17
회성동,17 - 17,39,22,17
회성동,18 - 18,35,21,14
회성동,19 - 19,47,24,23
회성동,20 - 20,49,27,22
회성동,21 - 21,47,28,19
회성동,22 - 22,42,25,17
회성동,23 - 23,52,26,26
회성동,24 - 24,48,30,18
회성동,25 - 25,61,38,23
회성동,26 - 26,63,34,29
회성동,27 - 27,58,34,24
회성동,28 - 28,69,41,28
회성동,29 - 29,50,34,16
회성동,30 - 30,66,31,35
회성동,31 - 31,65,43,22
회성동,32 - 32,55,36,19
회성동,33 - 33,55,31,24
회성동,34 - 34,44,29,15
회성동,35 - 35,37,19,18
회성동,36 - 36,44,19,25
회성동,37 - 37,43,31,12
회성동,38 - 38,68,39,29
회성동,39 - 39,52,30,22
회성동,40 - 40,72,43,29
회성동,41 - 41,67,38,29
회성동,42 - 42,56,32,24
회성동,43 - 43,72,40,32
회성동,44 - 44,60,35,25
회성동,45 - 45,62,38,24
회성동,46 - 46,64,34,30
회성동,47 - 47,75,47,28
회성동,48 - 48,89,54,35
회성동,49 - 49,86,45,41
회성동,50 - 50,93,53,40
