행정기관,연령(만),계,남,여
풍호동,47 - 47,522,272,250
풍호동,48 - 48,445,235,210
풍호동,49 - 49,399,209,190
풍호동,50 - 50,424,223,201
풍호동,51 - 51,358,159,199
풍호동,52 - 52,344,174,170
풍호동,53 - 53,329,162,167
풍호동,54 - 54,316,155,161
풍호동,55 - 55,325,134,191
풍호동,56 - 56,313,152,161
풍호동,57 - 57,314,155,159
풍호동,58 - 58,390,192,198
풍호동,59 - 59,347,163,184
풍호동,60 - 60,411,178,233
풍호동,61 - 61,410,199,211
풍호동,62 - 62,339,157,182
풍호동,63 - 63,333,174,159
풍호동,64 - 64,299,146,153
풍호동,65 - 65,292,167,125
풍호동,66 - 66,310,161,149
풍호동,67 - 67,209,106,103
풍호동,68 - 68,203,114,89
풍호동,69 - 69,196,81,115
풍호동,70 - 70,141,67,74
풍호동,71 - 71,125,68,57
풍호동,72 - 72,157,83,74
풍호동,73 - 73,123,62,61
풍호동,74 - 74,126,55,71
풍호동,75 - 75,79,42,37
풍호동,76 - 76,108,36,72
풍호동,77 - 77,80,41,39
풍호동,78 - 78,81,33,48
풍호동,79 - 79,92,25,67
풍호동,80 - 80,72,39,33
풍호동,81 - 81,63,23,40
풍호동,82 - 82,61,29,32
풍호동,83 - 83,68,31,37
풍호동,84 - 84,60,25,35
풍호동,85 - 85,43,13,30
풍호동,86 - 86,27,6,21
풍호동,87 - 87,34,8,26
풍호동,88 - 88,30,12,18
풍호동,89 - 89,25,4,21
풍호동,90 - 90,16,3,13
풍호동,91 - 91,12,0,12
풍호동,92 - 92,9,2,7
풍호동,93 - 93,7,1,6
풍호동,94 - 94,3,0,3
풍호동,95 - 95,4,0,4
풍호동,96 - 96,1,1,0
풍호동,97 - 97,4,0,4
풍호동,100 - 100,1,0,1
웅천동,0 - 0,138,69,69
웅천동,1 - 1,165,87,78
웅천동,2 - 2,185,93,92
웅천동,3 - 3,178,96,82
웅천동,4 - 4,201,97,104
웅천동,5 - 5,198,105,93
웅천동,6 - 6,183,108,75
웅천동,7 - 7,183,93,90
웅천동,8 - 8,191,104,87
웅천동,9 - 9,179,100,79
웅천동,10 - 10,144,78,66
웅천동,11 - 11,120,63,57
웅천동,12 - 12,125,54,71
웅천동,13 - 13,96,50,46
웅천동,14 - 14,87,39,48
웅천동,15 - 15,80,45,35
웅천동,16 - 16,63,28,35
웅천동,17 - 17,94,44,50
웅천동,18 - 18,81,36,45
웅천동,19 - 19,100,53,47
웅천동,20 - 20,115,67,48
웅천동,21 - 21,111,61,50
웅천동,22 - 22,118,60,58
웅천동,23 - 23,111,68,43
웅천동,24 - 24,116,70,46
웅천동,25 - 25,113,53,60
웅천동,26 - 26,122,57,65
웅천동,27 - 27,136,71,65
웅천동,28 - 28,157,81,76
웅천동,29 - 29,166,76,90
웅천동,30 - 30,184,90,94
웅천동,31 - 31,192,97,95
웅천동,32 - 32,204,102,102
웅천동,33 - 33,235,119,116
웅천동,34 - 34,223,103,120
웅천동,35 - 35,272,133,139
웅천동,36 - 36,241,116,125
웅천동,37 - 37,254,137,117
웅천동,38 - 38,298,161,137
웅천동,39 - 39,317,163,154
웅천동,40 - 40,285,151,134
웅천동,41 - 41,246,129,117
웅천동,42 - 42,242,126,116
웅천동,43 - 43,205,116,89
웅천동,44 - 44,219,125,94
웅천동,45 - 45,171,91,80
웅천동,46 - 46,171,95,76
웅천동,47 - 47,187,102,85
웅천동,48 - 48,218,102,116
웅천동,49 - 49,199,112,87
웅천동,50 - 50,204,97,107
웅천동,51 - 51,211,112,99
웅천동,52 - 52,185,89,96
웅천동,53 - 53,174,89,85
웅천동,54 - 54,188,94,94
웅천동,55 - 55,164,90,74
웅천동,56 - 56,162,88,74
웅천동,57 - 57,167,88,79
웅천동,58 - 58,192,108,84
웅천동,59 - 59,142,67,75
웅천동,60 - 60,219,101,118
웅천동,61 - 61,207,92,115
웅천동,62 - 62,184,87,97
웅천동,63 - 63,154,87,67
웅천동,64 - 64,156,82,74
웅천동,65 - 65,144,78,66
웅천동,66 - 66,161,85,76
웅천동,67 - 67,99,51,48
웅천동,68 - 68,99,60,39
웅천동,69 - 69,99,53,46
웅천동,70 - 70,82,44,38
웅천동,71 - 71,77,40,37
웅천동,72 - 72,87,48,39
웅천동,73 - 73,60,25,35
웅천동,74 - 74,73,33,40
웅천동,75 - 75,45,20,25
웅천동,76 - 76,57,25,32
웅천동,77 - 77,52,19,33
웅천동,78 - 78,54,18,36
웅천동,79 - 79,58,23,35
웅천동,80 - 80,60,20,40
웅천동,81 - 81,43,20,23
웅천동,82 - 82,49,14,35
웅천동,83 - 83,27,8,19
웅천동,84 - 84,43,14,29
웅천동,85 - 85,49,13,36
웅천동,86 - 86,32,12,20
웅천동,87 - 87,23,10,13
웅천동,88 - 88,14,3,11
웅천동,89 - 89,21,6,15
웅천동,90 - 90,11,3,8
웅천동,91 - 91,5,1,4
웅천동,92 - 92,6,2,4
웅천동,93 - 93,4,1,3
웅천동,94 - 94,5,1,4
웅천동,95 - 95,5,1,4
웅천동,97 - 97,2,1,1
웅천동,98 - 98,1,0,1
웅천동,100 - 100,1,1,0
웅동1동,0 - 0,22,8,14
웅동1동,1 - 1,32,12,20
웅동1동,2 - 2,39,20,19
웅동1동,3 - 3,35,19,16
웅동1동,4 - 4,52,24,28
웅동1동,5 - 5,53,28,25
웅동1동,6 - 6,56,34,22
웅동1동,7 - 7,54,26,28
웅동1동,8 - 8,63,38,25
웅동1동,9 - 9,65,37,28
웅동1동,10 - 10,83,44,39
웅동1동,11 - 11,58,30,28
웅동1동,12 - 12,64,27,37
웅동1동,13 - 13,64,27,37
웅동1동,14 - 14,67,36,31
웅동1동,15 - 15,72,33,39
웅동1동,16 - 16,73,42,31
웅동1동,17 - 17,70,43,27
웅동1동,18 - 18,61,24,37
웅동1동,19 - 19,63,37,26
웅동1동,20 - 20,62,38,24
웅동1동,21 - 21,66,33,33
웅동1동,22 - 22,59,31,28
웅동1동,23 - 23,59,41,18
웅동1동,24 - 24,62,39,23
웅동1동,25 - 25,59,37,22
웅동1동,26 - 26,62,33,29
웅동1동,27 - 27,58,37,21
웅동1동,28 - 28,70,40,30
웅동1동,29 - 29,46,24,22
웅동1동,30 - 30,44,23,21
웅동1동,31 - 31,59,25,34
웅동1동,32 - 32,38,20,18
웅동1동,33 - 33,67,33,34
웅동1동,34 - 34,67,38,29
웅동1동,35 - 35,77,44,33
웅동1동,36 - 36,69,39,30
웅동1동,37 - 37,77,49,28
웅동1동,38 - 38,100,51,49
웅동1동,39 - 39,101,54,47
웅동1동,40 - 40,98,46,52
웅동1동,41 - 41,89,42,47
웅동1동,42 - 42,101,56,45
웅동1동,43 - 43,121,58,63
웅동1동,44 - 44,104,51,53
웅동1동,45 - 45,94,47,47
웅동1동,46 - 46,113,59,54
웅동1동,47 - 47,131,73,58
웅동1동,48 - 48,119,73,46
웅동1동,49 - 49,105,54,51
웅동1동,50 - 50,110,77,33
웅동1동,51 - 51,94,49,45
웅동1동,52 - 52,112,59,53
웅동1동,53 - 53,110,53,57
웅동1동,54 - 54,89,43,46
웅동1동,55 - 55,116,68,48
웅동1동,56 - 56,104,56,48
웅동1동,57 - 57,116,58,58
웅동1동,58 - 58,112,53,59
웅동1동,59 - 59,112,57,55
웅동1동,60 - 60,137,76,61
웅동1동,61 - 61,130,60,70
웅동1동,62 - 62,99,46,53
웅동1동,63 - 63,112,56,56
웅동1동,64 - 64,97,45,52
웅동1동,65 - 65,107,50,57
웅동1동,66 - 66,95,44,51
웅동1동,67 - 67,76,43,33
웅동1동,68 - 68,60,31,29
웅동1동,69 - 69,84,53,31
웅동1동,70 - 70,80,40,40
웅동1동,71 - 71,62,33,29
웅동1동,72 - 72,52,26,26
웅동1동,73 - 73,55,23,32
웅동1동,74 - 74,45,28,17
웅동1동,75 - 75,32,16,16
웅동1동,76 - 76,47,22,25
웅동1동,77 - 77,24,12,12
웅동1동,78 - 78,41,14,27
웅동1동,79 - 79,50,20,30
웅동1동,80 - 80,42,15,27
웅동1동,81 - 81,33,6,27
웅동1동,82 - 82,34,8,26
웅동1동,83 - 83,25,6,19
웅동1동,84 - 84,23,8,15
웅동1동,85 - 85,25,6,19
웅동1동,86 - 86,19,7,12
웅동1동,87 - 87,22,5,17
웅동1동,88 - 88,21,5,16
웅동1동,89 - 89,19,4,15
웅동1동,90 - 90,10,1,9
웅동1동,91 - 91,8,0,8
웅동1동,92 - 92,7,2,5
웅동1동,93 - 93,6,1,5
웅동1동,94 - 94,4,1,3
웅동1동,95 - 95,5,1,4
웅동1동,96 - 96,1,0,1
웅동1동,97 - 97,1,0,1
웅동1동,98 - 98,2,0,2
웅동2동,0 - 0,304,147,157
웅동2동,1 - 1,335,186,149
웅동2동,2 - 2,338,156,182
웅동2동,3 - 3,378,220,158
웅동2동,4 - 4,444,217,227
웅동2동,5 - 5,493,249,244
웅동2동,6 - 6,505,257,248
웅동2동,7 - 7,526,267,259
웅동2동,8 - 8,550,293,257
웅동2동,9 - 9,600,310,290
웅동2동,10 - 10,602,291,311
웅동2동,11 - 11,591,320,271
웅동2동,12 - 12,534,265,269
웅동2동,13 - 13,607,294,313
웅동2동,14 - 14,545,284,261
웅동2동,15 - 15,490,257,233
웅동2동,16 - 16,478,240,238
웅동2동,17 - 17,505,274,231
웅동2동,18 - 18,469,266,203
웅동2동,19 - 19,481,257,224
웅동2동,20 - 20,489,262,227
웅동2동,21 - 21,501,266,235
웅동2동,22 - 22,420,232,188
웅동2동,23 - 23,391,202,189
웅동2동,24 - 24,427,233,194
웅동2동,25 - 25,416,255,161
웅동2동,26 - 26,423,259,164
웅동2동,27 - 27,453,268,185
웅동2동,28 - 28,500,296,204
웅동2동,29 - 29,533,324,209
웅동2동,30 - 30,467,265,202
웅동2동,31 - 31,505,269,236
웅동2동,32 - 32,512,290,222
웅동2동,33 - 33,524,284,240
웅동2동,34 - 34,517,265,252
웅동2동,35 - 35,543,288,255
웅동2동,36 - 36,670,354,316
웅동2동,37 - 37,752,391,361
웅동2동,38 - 38,920,519,401
웅동2동,39 - 39,"1,035",562,473
웅동2동,40 - 40,"1,071",603,468
웅동2동,41 - 41,993,527,466
웅동2동,42 - 42,"1,030",586,444
웅동2동,43 - 43,912,493,419
웅동2동,44 - 44,934,500,434
웅동2동,45 - 45,871,502,369
웅동2동,46 - 46,917,499,418
웅동2동,47 - 47,965,537,428
웅동2동,48 - 48,960,536,424
웅동2동,49 - 49,874,520,354
웅동2동,50 - 50,881,517,364
웅동2동,51 - 51,788,464,324
웅동2동,52 - 52,739,426,313
웅동2동,53 - 53,630,368,262
웅동2동,54 - 54,618,362,256
웅동2동,55 - 55,566,338,228
웅동2동,56 - 56,503,284,219
웅동2동,57 - 57,441,268,173
웅동2동,58 - 58,503,291,212
웅동2동,59 - 59,431,225,206
웅동2동,60 - 60,473,261,212
웅동2동,61 - 61,430,226,204
웅동2동,62 - 62,425,199,226
웅동2동,63 - 63,413,233,180
웅동2동,64 - 64,379,195,184
웅동2동,65 - 65,357,165,192
웅동2동,66 - 66,341,157,184
웅동2동,67 - 67,313,157,156
웅동2동,68 - 68,266,135,131
웅동2동,69 - 69,266,124,142
웅동2동,70 - 70,199,88,111
웅동2동,71 - 71,202,77,125
웅동2동,72 - 72,183,92,91
웅동2동,73 - 73,197,107,90
웅동2동,74 - 74,195,93,102
웅동2동,75 - 75,121,60,61
웅동2동,76 - 76,133,68,65
웅동2동,77 - 77,120,58,62
웅동2동,78 - 78,141,61,80
웅동2동,79 - 79,113,56,57
웅동2동,80 - 80,96,35,61
웅동2동,81 - 81,82,29,53
웅동2동,82 - 82,75,35,40
웅동2동,83 - 83,77,29,48
웅동2동,84 - 84,58,21,37
웅동2동,85 - 85,52,17,35
웅동2동,86 - 86,45,13,32
웅동2동,87 - 87,27,8,19
웅동2동,88 - 88,24,8,16
웅동2동,89 - 89,18,4,14
웅동2동,90 - 90,26,6,20
웅동2동,91 - 91,12,2,10
웅동2동,92 - 92,12,4,8
웅동2동,93 - 93,9,1,8
웅동2동,94 - 94,9,0,9
웅동2동,95 - 95,3,0,3
웅동2동,96 - 96,6,2,4
웅동2동,97 - 97,4,0,4
웅동2동,98 - 98,3,0,3
웅동2동,99 - 99,1,0,1
